,Name,Link,Rating,Review Count,Great for walkers,Restaurants,Attractions,Excellent,Very good,Average,Poor,Terrible,Picture
2552,2873. Camelot House Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242992-Reviews-Camelot_House_Hotel-London_England.html,1.5 of 5 bubbles,67 reviews,100,156,25,0,4,11,7,45, (14)
2553,2874. W6 Guesthouse,https://tripadvisor.in/Hotel_Review-g186338-d6886217-Reviews-W6_Guesthouse-London_England.html,1.5 of 5 bubbles,24 reviews,91,73,13,0,1,4,2,17, (13)
2554,2875. Rock Residence,https://tripadvisor.in/Hotel_Review-g186338-d13971385-Reviews-Rock_Residence-London_England.html,1 of 5 bubbles,9 reviews,100,426,81,0,0,0,0,9, (4)
2555,2876. Parkside Hotel,https://tripadvisor.in/Hotel_Review-g186338-d24829764-Reviews-Parkside_Hotel-London_England.html,1 of 5 bubbles,5 reviews,94,55,17,0,0,0,0,5, (3)
2556,2877. Canary Wharf Studios,https://tripadvisor.in/Hotel_Review-g186338-d23775271-Reviews-Canary_Wharf_Studios-London_England.html,1 of 5 bubbles,6 reviews,78,17,3,0,0,0,1,5, (15)
2557,2878. The Belgravia Hotel,https://tripadvisor.in/Hotel_Review-g186338-d305562-Reviews-The_Belgravia_Hotel-London_England.html,2 of 5 bubbles,248 reviews,95,99,25,12,29,31,24,152, (68)
2558,2879. Kenwood House Hotel,https://tripadvisor.in/Hotel_Review-g186338-d214645-Reviews-Kenwood_House_Hotel-London_England.html,1.5 of 5 bubbles,68 reviews,100,179,45,3,1,8,6,50, (22)
2559,2880. Edgware Road Inn,https://tripadvisor.in/Hotel_Review-g186338-d12319557-Reviews-Edgware_Road_Inn-London_England.html,1.5 of 5 bubbles,18 reviews,97,121,24,0,1,2,1,14, (27)
2560,Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
2561,2881. OYO Somerset Hotel,https://tripadvisor.in/Hotel_Review-g186338-d257238-Reviews-OYO_Somerset_Hotel-London_England.html,2 of 5 bubbles,336 reviews,,,,20,35,55,64,162, (439)
2562,2882. City View Hotel London,https://tripadvisor.in/Hotel_Review-g186338-d568185-Reviews-City_View_Hotel_London-London_England.html,2 of 5 bubbles,391 reviews,91,69,22,10,41,74,53,213, (167)
2563,2883. Gresham Hotel,https://tripadvisor.in/Hotel_Review-g186338-d193631-Reviews-Gresham_Hotel-London_England.html,2 of 5 bubbles,609 reviews,100,372,157,8,66,119,122,294, (265)
2564,2884. Hyde Park Gate Rooms,https://tripadvisor.in/Hotel_Review-g186338-d19976353-Reviews-Hyde_Park_Gate_Rooms-London_England.html,1 of 5 bubbles,5 reviews,94,55,16,0,0,0,0,5,
2565,2885. Covent Garden Guesthouse,https://tripadvisor.in/Hotel_Review-g186338-d6840731-Reviews-Covent_Garden_Guesthouse-London_England.html,2 of 5 bubbles,54 reviews,100,1013,423,2,6,5,8,33, (49)
2566,2886. Old Friend,https://tripadvisor.in/Hotel_Review-g186338-d1841966-Reviews-Old_Friend-London_England.html,2 of 5 bubbles,112 reviews,77,31,9,3,8,23,16,62, (47)
2567,2887. Liverpool Street House,https://tripadvisor.in/Hotel_Review-g186338-d12903800-Reviews-Liverpool_Street_House-London_England.html,1 of 5 bubbles,11 reviews,100,491,84,0,0,1,0,10, (19)
2568,2888. Stay Inn Shoreditch,https://tripadvisor.in/Hotel_Review-g186338-d25284765-Reviews-StayInn_Shoreditch-London_England.html,1 of 5 bubbles,5 reviews,100,489,86,0,0,0,0,5,
2569,2889. Zenith Hostel,https://tripadvisor.in/Hotel_Review-g186338-d3221483-Reviews-Zenith_Hostel-London_England.html,1.5 of 5 bubbles,37 reviews,78,74,27,0,2,4,4,27, (8)
2570,2890. Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d582047-Reviews-Central_Hotel-London_England.html,1.5 of 5 bubbles,37 reviews,56,17,5,0,2,4,3,28, (8)
2571,Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
2572,2891. Hotel Sophia,https://tripadvisor.in/Hotel_Review-g186338-d663955-Reviews-Hotel_Sophia-London_England.html,1.5 of 5 bubbles,157 reviews,99,153,30,8,4,19,29,97, (164)
2573,2892. Budget Guest House,https://tripadvisor.in/Hotel_Review-g186338-d569843-Reviews-Budget_Guest_House-London_England.html,2 of 5 bubbles,170 reviews,97,99,27,6,10,22,38,94, (80)
2574,2893. City View Hotel - Roman Road Market,https://tripadvisor.in/Hotel_Review-g186338-d3323341-Reviews-City_View_Hotel_Roman_Road_Market-London_England.html,2 of 5 bubbles,116 reviews,76,40,6,4,9,21,19,63, (29)
2575,2894. Last Minute Accomodation,https://tripadvisor.in/Hotel_Review-g186338-d15323489-Reviews-Last_Minute_Accomodation-London_England.html,1 of 5 bubbles,7 reviews,71,27,7,0,0,0,0,7, (39)
2576,2895. Daisy Hotel,https://tripadvisor.in/Hotel_Review-g186338-d21093404-Reviews-Daisy_Hotel-London_England.html,1 of 5 bubbles,6 reviews,97,111,25,0,0,0,0,6, (6)
2577,2896. City View Hotel,https://tripadvisor.in/Hotel_Review-g186338-d12367387-Reviews-City_View_Hotel-London_England.html,1.5 of 5 bubbles,29 reviews,66,16,3,0,0,6,6,17, (5)
2578,2897. Baytree Hotel,https://tripadvisor.in/Hotel_Review-g186338-d3245012-Reviews-Baytree_Hotel-London_England.html,2 of 5 bubbles,164 reviews,63,26,3,7,13,31,33,80, (125)
2579,2898. Dylan Apartments Earls Court,https://tripadvisor.in/Hotel_Review-g186338-d199875-Reviews-Dylan_Apartments_Earls_Court-London_England.html,2 of 5 bubbles,548 reviews,74,63,11,18,70,83,90,287, (428)
2580,2899. Hyde Park Suites,https://tripadvisor.in/Hotel_Review-g186338-d15637709-Reviews-Hyde_Park_Suites-London_England.html,1.5 of 5 bubbles,32 reviews,97,128,16,0,1,7,6,18, (64)
2581,2900. Ascot Hyde Park Hotel,https://tripadvisor.in/Hotel_Review-g186338-d1456783-Reviews-Ascot_Hyde_Park_Hotel-London_England.html,2 of 5 bubbles,853 reviews,99,144,28,12,72,154,132,483, (595)
2582,2901. Shoreditch Rooms,https://tripadvisor.in/Hotel_Review-g186338-d7734232-Reviews-Shoreditch_Rooms-London_England.html,1.5 of 5 bubbles,25 reviews,89,99,30,0,0,4,3,18, (29)
2583,2902. London Plaza Serviced Apartments,https://tripadvisor.in/Hotel_Review-g186338-d12567768-Reviews-London_Plaza_Serviced_Apartments-London_England.html,2 of 5 bubbles,52 reviews,97,103,15,0,2,12,11,27, (115)
2584,2903. St Joseph Hotel,https://tripadvisor.in/Hotel_Review-g186338-d1799355-Reviews-St_Joseph_Hotel-London_England.html,2 of 5 bubbles,538 reviews,91,67,9,11,44,120,114,249, (302)
2585,2904. Charlotte Street Rooms by Allo Mansions,https://tripadvisor.in/Hotel_Review-g186338-d15857236-Reviews-Charlotte_Street_Rooms_by_Allo_Mansions-London_England.html,1.5 of 5 bubbles,13 reviews,100,340,76,0,0,1,2,10, (13)
2586,2905. The County Hotel,https://tripadvisor.in/Hotel_Review-g186338-d20312122-Reviews-The_County_Hotel-London_England.html,2 of 5 bubbles,53 reviews,100,165,55,8,3,2,3,37, (74)
2587,2906. Arcore Premium Apartments: Covent Garden,https://tripadvisor.in/Hotel_Review-g186338-d15841558-Reviews-Arcore_Premium_Apartments_Covent_Garden-London_England.html,1.5 of 5 bubbles,18 reviews,100,506,243,1,1,1,1,14, (23)
2588,2907. Shepherd's Bush Flats,https://tripadvisor.in/Hotel_Review-g186338-d15688650-Reviews-Shepherd_s_Bush_Flats-London_England.html,1 of 5 bubbles,7 reviews,66,20,5,0,0,0,0,7, (50)
2589,2908. Bethnal Green Rooms,https://tripadvisor.in/Hotel_Review-g186338-d12903985-Reviews-Bethnal_Green_Rooms-London_England.html,1 of 5 bubbles,14 reviews,89,97,29,0,1,0,0,13, (25)
2590,2909. SW11 Rooms,https://tripadvisor.in/Hotel_Review-g186338-d16688416-Reviews-SW11_Rooms-London_England.html,1 of 5 bubbles,11 reviews,69,55,4,0,0,0,1,10, (5)
2591,2910. Hollingbury Hotel,https://tripadvisor.in/Hotel_Review-g186338-d1087979-Reviews-Hollingbury_Hotel-London_England.html,1.5 of 5 bubbles,92 reviews,56,44,2,3,7,11,13,58, (31)
2592,Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
2593,2911. Hotel Olympia,https://tripadvisor.in/Hotel_Review-g186338-d498338-Reviews-Hotel_Olympia-London_England.html,2 of 5 bubbles,513 reviews,91,78,14,8,47,100,105,253, (465)
2594,2912. Hotel Lily,https://tripadvisor.in/Hotel_Review-g186338-d243390-Reviews-Hotel_Lily-London_England.html,2 of 5 bubbles,"1,091 reviews",87,55,8,24,115,242,190,520, (875)
2595,2913. Holland Inn Hotel,https://tripadvisor.in/Hotel_Review-g186338-d1107818-Reviews-Holland_Inn_Hotel-London_England.html,2 of 5 bubbles,374 reviews,81,36,8,5,36,68,72,193, (195)
2596,2914. Commercial City Apartments,https://tripadvisor.in/Hotel_Review-g186338-d17551049-Reviews-Commercial_City_Apartments-London_England.html,1 of 5 bubbles,7 reviews,98,96,16,0,0,0,0,7, (5)
2597,2915. OYO Kings Hotel,https://tripadvisor.in/Hotel_Review-g186338-d2462560-Reviews-OYO_Kings_Hotel-London_England.html,2 of 5 bubbles,97 reviews,100,211,53,5,7,10,16,59, (101)
2598,2916. So Paddington Hotel,https://tripadvisor.in/Hotel_Review-g186338-d193067-Reviews-So_Paddington_Hotel-London_England.html,2 of 5 bubbles,464 reviews,100,153,32,9,56,99,57,243, (337)
2599,2917. Regency Court Hotel,https://tripadvisor.in/Hotel_Review-g186338-d243536-Reviews-Regency_Court_Hotel-London_England.html,1.5 of 5 bubbles,57 reviews,92,78,11,2,1,6,5,43, (47)
2600,2918. Guilford House Hotel,https://tripadvisor.in/Hotel_Review-g186338-d192051-Reviews-Guilford_House_Hotel-London_England.html,1.5 of 5 bubbles,186 reviews,100,130,31,4,5,37,34,106, (74)
2601,2919. Stay Inn Holborn,https://tripadvisor.in/Hotel_Review-g186338-d23712255-Reviews-Stay_Inn_Holborn-London_England.html,1 of 5 bubbles,7 reviews,100,214,100,0,0,0,0,7, (5)
2602,2920. Rooms For You,https://tripadvisor.in/Hotel_Review-g186338-d4020318-Reviews-Rooms_For_You-London_England.html,1.5 of 5 bubbles,42 reviews,75,19,4,0,0,6,7,29, (27)
2603,Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
2604,"2921. The Shelton, Covent Garden Apartments",https://tripadvisor.in/Hotel_Review-g186338-d15811220-Reviews-The_Shelton_Covent_Garden_Apartments-London_England.html,1 of 5 bubbles,8 reviews,100,665,258,0,0,0,0,8, (2)
2605,2922. Stay in Battersea,https://tripadvisor.in/Hotel_Review-g186338-d10167711-Reviews-Stay_in_Battersea-London_England.html,1.5 of 5 bubbles,22 reviews,70,52,1,0,1,1,1,19, (47)
2606,2923. Excel Hotel,https://tripadvisor.in/Hotel_Review-g186338-d7688353-Reviews-Excel_Hotel-London_England.html,1.5 of 5 bubbles,36 reviews,52,43,7,2,0,2,3,29, (26)
2607,2924. Aquarius Hotel,https://tripadvisor.in/Hotel_Review-g186338-d651343-Reviews-Aquarius_Hotel-London_England.html,2 of 5 bubbles,855 reviews,96,91,12,14,62,163,166,450, (363)
2608,2925. Hallam Hotel,https://tripadvisor.in/Hotel_Review-g186338-d193603-Reviews-Hallam_Hotel-London_England.html,2 of 5 bubbles,396 reviews,100,234,61,9,30,75,57,225, (238)
2609,2926. White Piccadilly Luxury Flat,https://tripadvisor.in/Hotel_Review-g186338-d19636592-Reviews-White_Piccadilly_Luxury_Flat-London_England.html,1 of 5 bubbles,9 reviews,100,1022,403,0,0,0,0,9, (34)
2610,2927. Opulence Central London,https://tripadvisor.in/Hotel_Review-g186338-d634203-Reviews-Opulence_Central_London-London_England.html,2 of 5 bubbles,327 reviews,100,248,69,14,20,41,58,194, (241)
2611,2928. Trafalgar Square Apartments,https://tripadvisor.in/Hotel_Review-g186338-d15654939-Reviews-Trafalgar_Square_Apartments-London_England.html,1 of 5 bubbles,8 reviews,100,441,285,0,0,0,0,8, (21)
2612,2929. Amity Hostel,https://tripadvisor.in/Hotel_Review-g186338-d12431459-Reviews-Amity_Hostel-London_England.html,1.5 of 5 bubbles,26 reviews,70,49,7,2,1,1,1,21, (30)
2613,2930. Hartley Hotel,https://tripadvisor.in/Hotel_Review-g186338-d1509424-Reviews-Hartley_Hotel-London_England.html,1.5 of 5 bubbles,68 reviews,59,31,1,1,4,7,11,45, (63)
2614,2931. Stay In Chelsea Guesthouse,https://tripadvisor.in/Hotel_Review-g186338-d4020706-Reviews-Stay_In_Chelsea_Guesthouse-London_England.html,2 of 5 bubbles,217 reviews,95,123,16,8,22,29,34,124, (216)
2615,2932. Goddis Lodge,https://tripadvisor.in/Hotel_Review-g186338-d3975660-Reviews-Goddis_Lodge-London_England.html,1.5 of 5 bubbles,59 reviews,52,82,10,2,1,9,7,40, (95)
2616,2933. London City Rooms,https://tripadvisor.in/Hotel_Review-g186338-d14001998-Reviews-London_City_Rooms-London_England.html,1.5 of 5 bubbles,21 reviews,72,34,6,2,0,1,0,18, (38)
2617,2934. OYO The Park Hotel,https://tripadvisor.in/Hotel_Review-g186338-d224393-Reviews-OYO_The_Park_Hotel-London_England.html,1.5 of 5 bubbles,49 reviews,91,93,19,1,5,5,5,33, (219)
2618,2935. Whiteleaf Hotel,https://tripadvisor.in/Hotel_Review-g186338-d192091-Reviews-Whiteleaf_Hotel-London_England.html,2 of 5 bubbles,603 reviews,97,131,16,16,57,92,85,353, (557)
2619,2936. The Leicester Square Collection,https://tripadvisor.in/Hotel_Review-g186338-d17724438-Reviews-The_Leicester_Square_Collection-London_England.html,1 of 5 bubbles,12 reviews,100,586,336,0,0,0,0,12, (7)
2620,2937. Cogie House,https://tripadvisor.in/Hotel_Review-g186338-d16860311-Reviews-Cogie_House-London_England.html,1 of 5 bubbles,9 reviews,47,40,3,0,0,0,0,9, (8)
2621,2938. Soma Chelsea,https://tripadvisor.in/Hotel_Review-g186338-d12584552-Reviews-Soma_Chelsea-London_England.html,1 of 5 bubbles,22 reviews,88,77,21,0,0,0,5,17, (13)
2622,2939. St. George's Apartments,https://tripadvisor.in/Hotel_Review-g186338-d14077351-Reviews-St_George_s_Apartments-London_England.html,1.5 of 5 bubbles,25 reviews,96,88,9,0,1,3,1,20, (40)
2623,2940. London Shelton Hotel,https://tripadvisor.in/Hotel_Review-g186338-d583505-Reviews-London_Shelton_Hotel-London_England.html,1.5 of 5 bubbles,186 reviews,72,45,4,4,6,25,30,121, (87)
2624,Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
2625,2941. The Grapevine Hotel,https://tripadvisor.in/Hotel_Review-g186338-d192050-Reviews-The_Grapevine_Hotel-London_England.html,2 of 5 bubbles,589 reviews,91,131,18,11,72,88,91,327, (491)
2626,2942. City View Hotel Roman Road,https://tripadvisor.in/Hotel_Review-g186338-d1737000-Reviews-City_View_Hotel_Roman_Road-London_England.html,2 of 5 bubbles,197 reviews,78,41,14,1,15,33,35,113, (131)
2627,2943. Hostel 639 Kensal Green Backpackers,https://tripadvisor.in/Hotel_Review-g186338-d650314-Reviews-Hostel_639_Kensal_Green_Backpackers-London_England.html,1.5 of 5 bubbles,494 reviews,72,71,8,6,33,79,79,297, (103)
2628,2944. City View House,https://tripadvisor.in/Hotel_Review-g186338-d11728174-Reviews-City_View_House-London_England.html,1.5 of 5 bubbles,21 reviews,51,58,6,1,1,0,1,18, (30)
2629,2945. Paddington Flat,https://tripadvisor.in/Hotel_Review-g186338-d11917138-Reviews-Paddington_Flat-London_England.html,1.5 of 5 bubbles,20 reviews,100,145,29,0,0,2,1,17, (67)
2630,2946. Marisa Hotel,https://tripadvisor.in/Hotel_Review-g186338-d4162264-Reviews-Marisa_Hotel-London_England.html,1.5 of 5 bubbles,102 reviews,100,757,257,0,8,10,18,66, (36)
2631,2947. Berkeley Court Hotel,https://tripadvisor.in/Hotel_Review-g186338-d199110-Reviews-Berkeley_Court_Hotel-London_England.html,1.5 of 5 bubbles,340 reviews,100,172,44,9,15,34,46,236, (238)
2632,2948. Goodwood Hotel,https://tripadvisor.in/Hotel_Review-g186338-d1463562-Reviews-Goodwood_Hotel-London_England.html,1.5 of 5 bubbles,298 reviews,100,142,63,6,16,46,40,190, (259)
2633,"2949. OYO Townhouse Apollo, Hyde Park",https://tripadvisor.in/Hotel_Review-g186338-d215539-Reviews-OYO_Townhouse_Apollo_Hyde_Park-London_England.html,1.5 of 5 bubbles,"1,085 reviews",97,101,18,10,64,157,163,692, (934)
2634,2950. Grenville House Hotel,https://tripadvisor.in/Hotel_Review-g186338-d192053-Reviews-Grenville_House_Hotel-London_England.html,1.5 of 5 bubbles,104 reviews,100,130,30,0,8,11,13,72, (74)
2635,Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
2636,2951. Earls Court Gardens Hotel,https://tripadvisor.in/Hotel_Review-g186338-d501723-Reviews-Earls_Court_Gardens_Hotel-London_England.html,1.5 of 5 bubbles,357 reviews,96,96,11,5,19,51,39,243, (278)
2637,2952. Ivanhoe Suite Hotel,https://tripadvisor.in/Hotel_Review-g186338-d214644-Reviews-Ivanhoe_Suite_Hotel-London_England.html,1.5 of 5 bubbles,82 reviews,100,320,113,0,3,6,8,65, (38)
2638,2953. Stay in Vauxhall Guesthouse,https://tripadvisor.in/Hotel_Review-g186338-d10540767-Reviews-Stay_in_Vauxhall_Guesthouse-London_England.html,1 of 5 bubbles,28 reviews,72,33,4,0,0,1,3,24, (50)
2639,2954. London Continental Hotel,https://tripadvisor.in/Hotel_Review-g186338-d215521-Reviews-London_Continental_Hotel-London_England.html,1.5 of 5 bubbles,109 reviews,100,195,51,2,7,10,10,80, (102)
2640,2955. Lonsdale Hotel,https://tripadvisor.in/Hotel_Review-g186338-d224776-Reviews-Lonsdale_Hotel-London_England.html,1.5 of 5 bubbles,643 reviews,100,270,84,6,35,53,76,473, (440)
2641,2956. Stay Inn Farringdon,https://tripadvisor.in/Hotel_Review-g186338-d19936373-Reviews-Stay_Inn_Farringdon-London_England.html,1 of 5 bubbles,15 reviews,100,533,125,0,0,1,0,14, (7)
2642,2957. Corbigoe Hotel,https://tripadvisor.in/Hotel_Review-g186338-d313050-Reviews-Corbigoe_Hotel-London_England.html,1.5 of 5 bubbles,626 reviews,88,75,18,3,24,87,83,429, (449)
2643,2958. Brick Lane Apartment,https://tripadvisor.in/Hotel_Review-g186338-d7322043-Reviews-Brick_Lane_Apartment-London_England.html,1.5 of 5 bubbles,114 reviews,100,266,48,2,8,9,9,86, (96)
2644,2959. Park Serviced Apartments - Canary Wharf,https://tripadvisor.in/Hotel_Review-g186338-d3670174-Reviews-Park_Serviced_Apartments_Canary_Wharf-London_England.html,1.5 of 5 bubbles,43 reviews,72,49,4,4,3,1,2,33, (47)
2645,2960. The Blair Victoria Hotel,https://tripadvisor.in/Hotel_Review-g186338-d279817-Reviews-The_Blair_Victoria_Hotel-London_England.html,1.5 of 5 bubbles,"1,490 reviews",93,134,19,10,72,227,226,955," (1,252)"
2646,2961. Kings Cross Guesthouse,https://tripadvisor.in/Hotel_Review-g186338-d6476500-Reviews-Kings_Cross_Guesthouse-London_England.html,1.5 of 5 bubbles,76 reviews,79,43,23,1,3,5,8,59, (40)
2647,2962. Eaton Square Hotel,https://tripadvisor.in/Hotel_Review-g186338-d528658-Reviews-Eaton_Square_Hotel-London_England.html,1.5 of 5 bubbles,286 reviews,96,162,25,4,17,26,32,207, (206)
2648,2963. Covent Garden Suites,https://tripadvisor.in/Hotel_Review-g186338-d20017191-Reviews-Covent_Garden_Suites-London_England.html,1 of 5 bubbles,16 reviews,100,1030,417,0,0,0,0,16,
2649,2964. Tooting Rooms,https://tripadvisor.in/Hotel_Review-g186338-d12239174-Reviews-Tooting_Rooms-London_England.html,1 of 5 bubbles,27 reviews,79,108,9,0,0,0,0,27, (36)
2650,2965. City Stay Serviced Apartments,https://tripadvisor.in/Hotel_Review-g186338-d17453731-Reviews-City_Stay_Serviced_Apartments-London_England.html,1 of 5 bubbles,29 reviews,78,48,4,1,0,0,0,28, (34)
2651,2966. Hostel Ordnance,https://tripadvisor.in/Hotel_Review-g186338-d5483152-Reviews-Hostel_Ordnance-London_England.html,1 of 5 bubbles,56 reviews,80,54,10,1,0,2,1,52, (36)
2652,2967. Marble Arch Flats,https://tripadvisor.in/Hotel_Review-g186338-d8562212-Reviews-Marble_Arch_Flats-London_England.html,1 of 5 bubbles,29 reviews,85,56,16,0,0,0,1,28, (107)
2653,2968. Flower Market Suites,https://tripadvisor.in/Hotel_Review-g186338-d21260763-Reviews-Flower_Market_Suites-London_England.html,1.5 of 5 bubbles,43 reviews,100,587,250,2,0,2,0,39, (17)
2654,2969. Stay Inn London,https://tripadvisor.in/Hotel_Review-g186338-d9804531-Reviews-Stay_Inn_London-London_England.html,1 of 5 bubbles,20 reviews,63,82,9,0,0,0,0,20, (17)
2655,2970. Golden Star Hotel,https://tripadvisor.in/Hotel_Review-g186338-d647221-Reviews-Golden_Star_Hotel-London_England.html,1.5 of 5 bubbles,446 reviews,93,134,19,1,24,32,58,331, (311)
2656,Central Hotel,https://tripadvisor.in/Hotel_Review-g186338-d242994-Reviews-Central_Hotel-London_England.html,3.5 of 5 bubbles,675 reviews,100,209,52,112,273,160,75,55, (401)
2657,2971. O2 Arena Apartments,https://tripadvisor.in/Hotel_Review-g186338-d15646209-Reviews-O2_Arena_Apartments-London_England.html,1.5 of 5 bubbles,103 reviews,69,40,5,2,4,2,5,90, (59)
